"median_house_value","total_bedrooms","total_rooms","bedroom_per_room"
"196400","794","3074","0.26"
"196400","824","3369","0.24"
"196400","501","2181","0.23"
"196400","195","938","0.21"
"196400","44","213","0.21"
"196400","107","538","0.20"
"196400","401","2066","0.19"
"196400","448","2551","0.18"
"196400","304","1804","0.17"
"196400","253","1553","0.16"
"196500","663","2273","0.29"
"196500","404","1530","0.26"
"196500","358","2388","0.15"
"196600","774","2841","0.27"
"196600","644","3204","0.20"
"196600","386","1903","0.20"
"196600","353","1887","0.19"
"196600","471","3049","0.15"
"196600","167","1097","0.15"
"196700","785","4257","0.18"
"196700","337","2283","0.15"
"196700","393","2682","0.15"
"196800","740","3123","0.24"
"196800","684","3678","0.19"
"196800","242","1286","0.19"
"196900","570","1615","0.35"
"196900","759","3056","0.25"
"196900","342","1352","0.25"
"196900","471","1952","0.24"
"196900","326","1366","0.24"
"196900","504","2196","0.23"
"196900","312","1518","0.21"
"196900","781","3635","0.21"
"196900","195","928","0.21"
"196900","416","2147","0.19"
"196900","764","3994","0.19"
"196900","197","1185","0.17"
"196900","294","1703","0.17"
"196900","286","1823","0.16"
"196900","146","906","0.16"
"196900","468","3038","0.15"
"197000","731","4046","0.18"
"197000","285","1597","0.18"
"197000","294","1599","0.18"
"197000","420","2277","0.18"
"197000","500","3029","0.17"
"197100","565","2530","0.22"
"197100","816","4188","0.19"
"197100","290","1692","0.17"
"197100","138","866","0.16"
"197100","406","2492","0.16"
"197200","436","1489","0.29"
"197200","438","1729","0.25"
"197200","2000","9653","0.21"
"197200","418","2053","0.20"
"197300","285","1442","0.20"
"197300","287","1501","0.19"
"197400","723","2879","0.25"
"197400","649","2838","0.23"
"197400","652","3215","0.20"
"197400","556","2726","0.20"
"197400","145","708","0.20"
"197400","1112","6487","0.17"
"197500","312","1013","0.31"
"197500","756","2742","0.28"
"197500","353","1382","0.26"
"197500","1146","4577","0.25"
"197500","475","2611","0.18"
"197500","279","1518","0.18"
"197500","59","349","0.17"
"197500","1046","6322","0.17"
"197500","1335","9071","0.15"
"197600","541","2376","0.23"
"197600","450","2045","0.22"
"197600","609","2819","0.22"
"197600","596","2869","0.21"
"197600","280","1487","0.19"
"197600","770","4234","0.18"
"197600","532","3338","0.16"
"197600","406","2506","0.16"
"197700","985","4013","0.25"
"197700","1525","8185","0.19"
"197700","2537","18356","0.14"
"197700","146","1173","0.12"
"197800","847","4343","0.20"
"197800","571","3098","0.18"
"197900","1560","4382","0.36"
"197900","264","928","0.28"
"197900","2596","10336","0.25"
"197900","849","3592","0.24"
"197900","754","3335","0.23"
"197900","157","859","0.18"
"198000","302","1309","0.23"
"198000","283","1290","0.22"
"198000","423","1977","0.21"
"198000","694","3773","0.18"
"198000","329","2038","0.16"
"198000","331","2495","0.13"
"198100","417","1623","0.26"
"198100","370","1745","0.21"
"198100","538","2522","0.21"
"198100","243","1229","0.20"
"198100","328","1887","0.17"
"198100","476","2823","0.17"
"198100","398","2472","0.16"
"198100","265","1767","0.15"
"198200","447","1760","0.25"
"198200","517","2084","0.25"
"198200","583","2307","0.25"
"198200","659","2690","0.24"
"198200","416","2260","0.18"
"198200","394","2506","0.16"
"198300","1689","6840","0.25"
"198300","251","1190","0.21"
"198300","504","3329","0.15"
"198400","1116","2624","0.43"
"198400","641","2089","0.31"
"198400","399","1400","0.29"
"198400","947","3249","0.29"
"198400","112","459","0.24"
"198400","402","1739","0.23"
"198400","812","3624","0.22"
"198400","281","1335","0.21"
"198400","653","3203","0.20"
"198400","300","1606","0.19"
"198400","604","3795","0.16"
"198400","416","2621","0.16"
"198400","281","1872","0.15"
"198500","398","1692","0.24"
"198500","427","1835","0.23"
"198500","523","2446","0.21"
"198500","3933","20908","0.19"
"198500","390","2456","0.16"
"198500","189","1146","0.16"
"198500","327","2150","0.15"
"198600","1133","4436","0.26"
"198600","685","3120","0.22"
"198600","754","3531","0.21"
"198600","589","3004","0.20"
"198700","579","2261","0.26"
"198700","969","3692","0.26"
"198700","1008","4615","0.22"
"198700","352","2072","0.17"
"198700","644","4664","0.14"
"198800","365","1147","0.32"
"198800","235","1018","0.23"
"198800","555","2444","0.23"
"198800","391","1966","0.20"
"198800","828","4400","0.19"
"198800","324","1839","0.18"
"198900","512","1829","0.28"
"198900","347","1758","0.20"
"198900","1155","7392","0.16"
"199000","835","3434","0.24"
"199000","227","978","0.23"
"199000","864","4091","0.21"
"199000","357","1764","0.20"
"199000","402","2087","0.19"
"199000","246","1595","0.15"
"199100","1593","5430","0.29"
"199100","459","1599","0.29"
"199100","1265","5463","0.23"
"199100","307","1560","0.20"
"199100","435","2156","0.20"
"199200","289","1300","0.22"
"199200","816","3697","0.22"
"199200","566","2593","0.22"
"199200","468","2627","0.18"
"199200","756","4742","0.16"
"199200","855","5673","0.15"
"199300","359","1409","0.25"
"199300","1384","5973","0.23"
"199300","326","1489","0.22"
"199300","133","593","0.22"
"199300","284","1370","0.21"
"199300","2555","12991","0.20"
"199300","579","3079","0.19"
"199400","1217","6087","0.20"
"199400","311","1897","0.16"
"199400","384","2773","0.14"
"199500","505","1939","0.26"
"199500","588","3009","0.20"
"199500","511","2663","0.19"
"199600","349","1475","0.24"
"199600","603","2590","0.23"
"199600","274","1264","0.22"
"199600","464","2286","0.20"
"199600","819","4066","0.20"
"199600","299","1567","0.19"
"199600","1603","9302","0.17"
"199600","1409","8244","0.17"
"199600","533","3241","0.16"
"199600","329","2197","0.15"
"199700","372","1677","0.22"
"199700","708","3224","0.22"
"199700","321","1594","0.20"
"199800","594","2891","0.21"
"199800","849","4101","0.21"
"199800","974","5546","0.18"
"199800","344","2211","0.16"
"199900","739","4657","0.16"
"200000","119","205","0.58"
"200000","780","1582","0.49"
"200000","318","658","0.48"
"200000","682","1679","0.41"
"200000","616","1562","0.39"
"200000","471","1218","0.39"
"200000","374","997","0.38"
"200000","229","622","0.37"
"200000","501","1442","0.35"
"200000","457","1375","0.33"
"200000","458","1390","0.33"
"200000","651","1983","0.33"
"200000","115","350","0.33"
"200000","354","1109","0.32"
"200000","232","736","0.32"
"200000","246","805","0.31"
"200000","438","1425","0.31"
"200000","558","1785","0.31"
"200000","255","878","0.29"
"200000","36","123","0.29"
"200000","512","1751","0.29"
"200000","186","654","0.28"
"200000","406","1464","0.28"
"200000","713","2705","0.26"
"200000","945","3700","0.26"
"200000","13","52","0.25"
"200000","408","1709","0.24"
"200000","103","438","0.24"
"200000","271","1248","0.22"
"200000","132","589","0.22"
"200000","435","1962","0.22"
"200000","44","197","0.22"
"200000","714","3279","0.22"
"200000","242","1169","0.21"
"200000","383","1846","0.21"
"200000","265","1284","0.21"
"200000","100","502","0.20"
"200000","49","240","0.20"
"200000","912","4854","0.19"
"200000","68","372","0.18"
"200000","528","2916","0.18"
"200000","368","2038","0.18"
"200000","175","1038","0.17"
"200000","361","2146","0.17"
"200000","102","651","0.16"
"200200","1049","5608","0.19"
"200200","343","1866","0.18"
"200200","565","3337","0.17"
"200300","332","1668","0.20"
"200300","450","2374","0.19"
"200300","249","1357","0.18"
"200400","398","1907","0.21"
"200400","569","2686","0.21"
"200400","512","2558","0.20"
"200500","967","4162","0.23"
"200500","708","3714","0.19"
"200500","415","2152","0.19"
"200600","489","1643","0.30"
"200600","614","2810","0.22"
"200600","393","1923","0.20"
"200600","225","1215","0.19"
"200600","115","656","0.18"
"200600","423","2756","0.15"
"200700","548","3167","0.17"
"200800","552","2536","0.22"
"200800","216","1009","0.21"
"200800","347","1735","0.20"
"200800","176","1065","0.17"
"200800","446","2984","0.15"
"200900","688","3310","0.21"
"200900","614","3482","0.18"
"201000","674","2968","0.23"
"201000","846","4110","0.21"
"201000","472","2350","0.20"
"201000","758","4436","0.17"
"201000","619","3595","0.17"
"201000","243","1579","0.15"
"201100","390","2003","0.19"
"201100","236","1387","0.17"
"201100","278","1773","0.16"
"201200","476","1970","0.24"
"201200","390","1665","0.23"
"201200","600","2768","0.22"
"201200","546","2716","0.20"
"201200","356","2068","0.17"
"201300","864","2865","0.30"
"201300","474","1583","0.30"
"201300","217","970","0.22"
"201300","502","2422","0.21"
"201300","630","3375","0.19"
"201300","316","2094","0.15"
"201400","328","1621","0.20"
"201400","506","2617","0.19"
"201400","144","782","0.18"
"201400","327","2175","0.15"
"201400","550","3819","0.14"
"201500","402","1988","0.20"
"201500","183","984","0.19"
"201500","469","2559","0.18"
"201600","349","1600","0.22"
"201600","328","1752","0.19"
"201600","425","2259","0.19"
"201600","804","4181","0.19"
"201700","1532","6010","0.25"
"201700","634","2773","0.23"
"201700","759","3885","0.20"
"201700","501","2720","0.18"
"201700","1241","6758","0.18"
"201700","526","2870","0.18"
"201700","559","3680","0.15"
"201800","182","762","0.24"
"201800","3008","15018","0.20"
"201800","547","2970","0.18"
"201800","849","4976","0.17"
"201800","473","3080","0.15"
"201800","253","1687","0.15"
"201900","434","1642","0.26"
"201900","381","1561","0.24"
"201900","185","847","0.22"
"201900","312","1488","0.21"
"201900","550","3676","0.15"
"202000","571","2087","0.27"
"202000","306","1438","0.21"
"202000","373","1975","0.19"
"202100","1150","3666","0.31"
"202100","1023","3724","0.27"
"202100","532","2502","0.21"
"202100","838","4097","0.20"
"202100","216","1133","0.19"
"202100","262","1505","0.17"
"202200","353","1323","0.27"
"202200","1320","5774","0.23"
"202200","871","4086","0.21"
"202300","670","2063","0.32"
"202300","1374","4639","0.30"
"202300","907","3215","0.28"
"202300","1380","6422","0.21"
"202300","1390","7808","0.18"
"202300","1017","5745","0.18"
"202300","313","1955","0.16"
"202300","871","5616","0.16"
"202400","458","2040","0.22"
"202400","267","1224","0.22"
"202400","267","1312","0.20"
"202400","279","1434","0.19"
"202400","260","1422","0.18"
"202500","116","520","0.22"
"202500","90","516","0.17"
"202600","365","1755","0.21"
"202600","728","3927","0.19"
"202600","468","3193","0.15"
"202700","816","2926","0.28"
"202700","1526","5778","0.26"
"202700","400","2007","0.20"
"202700","303","1580","0.19"
"202700","253","1397","0.18"
"202700","261","1458","0.18"
"202800","415","1266","0.33"
"202800","688","3342","0.21"
"202800","644","3002","0.21"
"202800","531","2725","0.19"
"202800","170","888","0.19"
"202800","383","2161","0.18"
"202800","579","3247","0.18"
"202800","428","2491","0.17"
"202800","81","561","0.14"
"202900","511","2678","0.19"
"202900","265","1589","0.17"
"202900","527","3201","0.16"
"202900","534","3605","0.15"
"203000","196","1162","0.17"
"203000","437","2671","0.16"
"203100","773","2465","0.31"
"203100","517","1957","0.26"
"203100","214","1139","0.19"
"203200","338","1527","0.22"
"203200","642","2956","0.22"
"203200","496","2312","0.21"
"203200","935","5675","0.16"
"203300","899","2284","0.39"
"203300","884","2782","0.32"
"203300","360","1396","0.26"
"203300","195","818","0.24"
"203300","405","2041","0.20"
"203300","348","1774","0.20"
"203300","272","1620","0.17"
"203400","1173","4942","0.24"
"203400","1664","6804","0.24"
"203400","292","1653","0.18"
"203400","441","2574","0.17"
"203400","1105","6572","0.17"
"203400","1491","10223","0.15"
"203500","1426","6963","0.20"
"203500","1489","8732","0.17"
"203600","471","2303","0.20"
"203700","1081","3437","0.31"
"203700","453","2205","0.21"
"203700","448","2320","0.19"
"203700","899","4682","0.19"
"203700","534","2911","0.18"
"203700","361","2239","0.16"
"203700","576","3605","0.16"
"203800","618","2304","0.27"
"203800","322","1558","0.21"
"203800","279","1312","0.21"
"203800","597","3148","0.19"
"203900","531","2506","0.21"
"203900","443","2261","0.20"
"203900","170","881","0.19"
"204000","1217","5221","0.23"
"204000","180","1074","0.17"
"204000","537","3436","0.16"
"204100","640","3201","0.20"
"204100","474","2573","0.18"
"204100","238","1387","0.17"
"204100","545","3467","0.16"
"204100","359","2634","0.14"
"204200","120","357","0.34"
"204200","467","1423","0.33"
"204200","662","2290","0.29"
"204200","821","2818","0.29"
"204200","989","3794","0.26"
"204200","301","1213","0.25"
"204200","472","1981","0.24"
"204200","466","2090","0.22"
"204200","201","1071","0.19"
"204200","561","2938","0.19"
"204200","1882","10191","0.18"
"204200","118","657","0.18"
"204200","237","1439","0.16"
"204200","1089","7505","0.15"
"204300","922","3855","0.24"
"204300","602","2612","0.23"
"204300","365","1666","0.22"
"204300","2186","10509","0.21"
"204300","462","2405","0.19"
"204300","267","1440","0.19"
"204400","549","2293","0.24"
"204400","1251","5482","0.23"
"204400","418","2157","0.19"
"204400","1549","11008","0.14"
"204500","1211","3768","0.32"
"204500","1231","4445","0.28"
"204500","344","1518","0.23"
"204500","456","2052","0.22"
"204500","704","3389","0.21"
"204500","327","1797","0.18"
"204500","207","1185","0.17"
"204500","209","1410","0.15"
"204600","1296","4510","0.29"
"204600","1155","5950","0.19"
"204600","270","1453","0.19"
"204600","391","2191","0.18"
"204600","678","3753","0.18"
"204600","738","4868","0.15"
"204700","954","2665","0.36"
"204700","487","1893","0.26"
"204700","580","2253","0.26"
"204700","525","2312","0.23"
"204700","197","1139","0.17"
"204800","768","2807","0.27"
"204800","297","1541","0.19"
"204800","477","2721","0.18"
"204800","1366","8010","0.17"
"204800","227","1428","0.16"
"204800","217","1605","0.14"
"204800","210","1650","0.13"
"204900","867","3668","0.24"
"204900","891","4131","0.22"
"204900","418","2915","0.14"
"205000","346","798","0.43"
"205000","396","1336","0.30"
"205000","398","1353","0.29"
"205000","693","2493","0.28"
"205000","1465","5566","0.26"
"205000","349","1355","0.26"
"205000","141","670","0.21"
"205000","993","6160","0.16"
"205100","1042","4586","0.23"
"205100","488","2639","0.18"
"205100","329","1843","0.18"
"205100","173","988","0.18"
"205100","694","4039","0.17"
"205100","266","1577","0.17"
"205100","221","1340","0.16"
"205100","735","4953","0.15"
"205100","267","1803","0.15"
"205100","780","5623","0.14"
"205200","407","1889","0.22"
"205200","504","2335","0.22"
"205200","447","2632","0.17"
"205200","421","2417","0.17"
"205300","474","1768","0.27"
"205300","818","3270","0.25"
"205300","561","3153","0.18"
"205300","762","4550","0.17"
"205400","358","1505","0.24"
"205400","726","3642","0.20"
"205400","1020","5276","0.19"
"205400","108","604","0.18"
"205400","506","3073","0.16"
"205500","975","4089","0.24"
"205500","533","2639","0.20"
"205500","277","1736","0.16"
"205600","503","1276","0.39"
"205600","852","2345","0.36"
"205600","1350","4855","0.28"
"205600","383","1595","0.24"
"205600","251","1053","0.24"
"205600","264","1162","0.23"
"205600","538","2333","0.23"
"205700","600","2687","0.22"
"205700","278","1480","0.19"
"205800","526","1929","0.27"
"205800","285","1240","0.23"
"205800","580","2749","0.21"
"205800","525","2608","0.20"
"205800","293","1692","0.17"
"205900","371","1192","0.31"
"205900","592","2109","0.28"
"205900","794","3299","0.24"
"206000","344","1430","0.24"
"206000","128","689","0.19"
"206000","845","4822","0.18"
"206100","543","2229","0.24"
"206100","1281","5954","0.22"
"206100","520","2652","0.20"
"206200","365","1914","0.19"
"206200","498","3259","0.15"
"206300","270","786","0.34"
"206300","305","961","0.32"
"206300","515","1684","0.31"
"206300","857","2919","0.29"
"206300","41","146","0.28"
"206300","1081","4022","0.27"
"206300","293","1077","0.27"
"206300","334","1282","0.26"
"206300","431","1698","0.25"
"206300","412","1710","0.24"
"206300","502","2054","0.24"
"206300","386","1711","0.23"
"206300","186","834","0.22"
"206300","340","1609","0.21"
"206300","278","1304","0.21"
"206300","224","1102","0.20"
"206300","264","1463","0.18"
"206300","332","1942","0.17"
"206300","919","5710","0.16"
"206400","264","1149","0.23"
"206400","372","2374","0.16"
"206500","1985","7179","0.28"
"206500","952","4412","0.22"
"206500","730","3478","0.21"
"206500","309","1826","0.17"
"206600","343","1577","0.22"
"206700","414","2195","0.19"
"206700","424","2394","0.18"
"206700","710","3913","0.18"
"206700","311","1784","0.17"
"206700","1030","6341","0.16"
"206700","861","5622","0.15"
"206800","319","1267","0.25"
"206800","718","3214","0.22"
"206800","1330","6389","0.21"
"206800","404","1993","0.20"
"206800","824","4569","0.18"
"206900","800","3630","0.22"
"206900","485","2419","0.20"
"206900","178","944","0.19"
"206900","275","1560","0.18"
"206900","764","4461","0.17"
"207000","369","1592","0.23"
"207000","207","1106","0.19"
"207000","323","1860","0.17"
"207000","343","2079","0.16"
"207000","306","1891","0.16"
"207000","833","5226","0.16"
"207000","326","2324","0.14"
"207100","470","1383","0.34"
"207100","331","1072","0.31"
"207100","393","1554","0.25"
"207100","190","1088","0.17"
"207200","457","1823","0.25"
"207200","840","4248","0.20"
"207200","346","1795","0.19"
"207200","509","2823","0.18"
"207200","430","2830","0.15"
"207300","628","3096","0.20"
"207300","278","1531","0.18"
"207300","209","1207","0.17"
"207400","489","2115","0.23"
"207400","291","1342","0.22"
"207400","265","1432","0.19"
"207400","478","2648","0.18"
"207400","426","2569","0.17"
"207500","65","284","0.23"
"207500","749","3636","0.21"
"207500","635","3443","0.18"
"207500","352","2115","0.17"
"207600","461","2512","0.18"
"207600","748","4545","0.16"
"207700","592","2237","0.26"
"207700","390","2202","0.18"
"207700","249","1483","0.17"
"207800","858","2756","0.31"
"207800","861","3056","0.28"
"207800","670","3276","0.20"
"207800","401","2523","0.16"
"207900","853","2887","0.30"
"207900","280","1408","0.20"
"207900","739","3701","0.20"
"207900","504","3358","0.15"
"208000","1003","3603","0.28"
"208000","1869","7157","0.26"
"208000","846","3732","0.23"
"208000","856","4458","0.19"
"208000","315","1704","0.18"
"208100","409","1422","0.29"
"208100","736","3065","0.24"
"208100","420","1731","0.24"
"208100","659","2894","0.23"
"208100","431","2299","0.19"
"208100","387","2109","0.18"
"208100","1314","8363","0.16"
"208200","1070","4267","0.25"
"208200","1107","4413","0.25"
"208200","589","2719","0.22"
"208200","965","4685","0.21"
"208200","693","3413","0.20"
"208200","608","3850","0.16"
"208300","686","1416","0.48"
"208300","682","2238","0.30"
"208300","1037","3551","0.29"
"208300","719","2442","0.29"
"208300","129","446","0.29"
"208300","726","2691","0.27"
"208300","170","624","0.27"
"208300","91","380","0.24"
"208300","260","1205","0.22"
"208300","587","2889","0.20"
"208300","84","471","0.18"
"208300","231","1313","0.18"
"208300","428","2434","0.18"
"208400","1037","5315","0.20"
"208400","416","2110","0.20"
"208400","350","1814","0.19"
"208500","173","1032","0.17"
"208600","832","3236","0.26"
"208600","1105","4853","0.23"
"208600","453","2205","0.21"
"208600","1277","6303","0.20"
"208600","422","2217","0.19"
"208600","772","3963","0.19"
"208600","1013","5591","0.18"
"208600","471","3190","0.15"
"208700","1007","3447","0.29"
"208700","1372","4716","0.29"
"208700","838","3910","0.21"
"208700","190","1068","0.18"
"208800","668","2617","0.26"
"208800","331","1250","0.26"
"208800","578","2557","0.23"
"208800","320","1527","0.21"
"208800","287","1943","0.15"
"208900","635","2222","0.29"
"208900","567","2138","0.27"
"208900","359","1375","0.26"
"208900","1374","6711","0.20"
"208900","382","2104","0.18"
"209000","702","2753","0.25"
"209000","559","2630","0.21"
"209000","308","1614","0.19"
"209000","382","1972","0.19"
"209100","476","1942","0.25"
"209100","617","2866","0.22"
"209100","190","903","0.21"
"209100","149","821","0.18"
"209100","298","1701","0.18"
"209100","739","4431","0.17"
"209100","109","690","0.16"
"209100","212","1561","0.14"
"209200","325","1428","0.23"
"209200","586","2495","0.23"
"209200","237","1095","0.22"
"209200","523","2525","0.21"
"209200","622","2973","0.21"
"209200","387","1952","0.20"
"209200","311","1759","0.18"
"209200","417","2470","0.17"
"209300","464","1949","0.24"
"209300","447","2064","0.22"
"209300","118","851","0.14"
"209400","871","2901","0.30"
"209400","688","2573","0.27"
"209400","596","2549","0.23"
"209400","251","1199","0.21"
"209400","790","3906","0.20"
"209400","299","1501","0.20"
"209400","528","3118","0.17"
"209400","500","3118","0.16"
"209500","563","2212","0.25"
"209500","280","1304","0.21"
"209500","988","4885","0.20"
"209500","292","1534","0.19"
"209500","322","1676","0.19"
"209500","256","1320","0.19"
"209500","236","1298","0.18"
"209600","844","2773","0.30"
"209600","1005","3712","0.27"
"209600","155","743","0.21"
"209600","300","1637","0.18"
"209600","275","1839","0.15"
"209700","695","2996","0.23"
"209700","443","2016","0.22"
"209700","722","3561","0.20"
"209700","515","2837","0.18"
"209700","289","1765","0.16"
"209800","1605","5282","0.30"
"209800","2123","9614","0.22"
"209800","320","1703","0.19"
"209800","309","1758","0.18"
"209800","202","1227","0.16"
"209800","347","2133","0.16"
"209800","455","2784","0.16"
"209900","358","1636","0.22"
"209900","992","4430","0.22"
"209900","758","3402","0.22"
"209900","366","1794","0.20"
"209900","803","3971","0.20"
"209900","437","2347","0.19"
"209900","310","1658","0.19"
"209900","414","2780","0.15"
"210000","182","479","0.38"
"210000","999","3032","0.33"
"210000","1105","3830","0.29"
"210000","497","1863","0.27"
"210000","1018","4185","0.24"
"210000","261","1078","0.24"
"210000","284","1384","0.21"
"210000","429","2050","0.21"
"210000","364","1974","0.18"
"210000","1729","9567","0.18"
"210000","168","1019","0.16"
"210100","578","2271","0.25"
"210100","707","3129","0.23"
"210100","453","1928","0.23"
"210100","127","703","0.18"
"210200","698","3084","0.23"
"210200","601","2660","0.23"
"210200","220","1038","0.21"
"210200","495","2456","0.20"
"210200","662","3418","0.19"
"210200","309","1727","0.18"
"210300","2124","8162","0.26"
"210300","412","1741","0.24"
"210300","264","1240","0.21"
"210300","361","1997","0.18"
"210300","247","1358","0.18"
"210300","518","2976","0.17"
"210400","393","1904","0.21"
"210400","423","2058","0.21"
"210400","848","4576","0.19"
"210400","718","3708","0.19"
"210400","684","4187","0.16"
"210500","518","2830","0.18"
"210500","402","2367","0.17"
"210500","289","1691","0.17"
"210600","415","2343","0.18"
"210700","506","1727","0.29"
"210700","228","1006","0.23"
"210700","573","2453","0.23"
"210700","265","1481","0.18"
"210700","2616","15025","0.17"
"210700","429","2518","0.17"
"210800","739","2932","0.25"
"210800","325","1703","0.19"
"210800","295","1901","0.16"
"210900","1494","5465","0.27"
"210900","467","1767","0.26"
"210900","356","1345","0.26"
"210900","645","2578","0.25"
"210900","372","1616","0.23"
"210900","510","2183","0.23"
"210900","1454","6960","0.21"
"210900","501","2816","0.18"
"210900","237","1380","0.17"
"211000","555","1777","0.31"
"211000","430","1963","0.22"
"211000","268","1445","0.19"
"211000","299","1663","0.18"
"211000","234","1348","0.17"
"211000","339","2163","0.16"
"211000","871","5381","0.16"
"211100","839","2065","0.41"
"211100","588","3558","0.17"
"211300","368","1350","0.27"
"211300","206","1027","0.20"
"211300","835","4247","0.20"
"211300","215","1135","0.19"
"211300","618","3272","0.19"
"211300","394","2678","0.15"
"211400","402","1716","0.23"
"211400","451","2205","0.20"
"211400","641","3268","0.20"
"211400","718","4197","0.17"
"211500","470","1679","0.28"
"211500","293","1447","0.20"
"211500","168","888","0.19"
"211500","527","3012","0.17"
"211500","436","2683","0.16"
"211600","402","1520","0.26"
"211600","513","2193","0.23"
"211600","1286","6235","0.21"
"211600","345","1858","0.19"
"211700","832","3149","0.26"
"211700","503","2401","0.21"
"211700","257","1382","0.19"
"211700","411","2220","0.19"
"211700","821","5039","0.16"
"211800","347","1190","0.29"
"211800","509","2462","0.21"
"211800","388","1833","0.21"
"211800","420","1963","0.21"
"211800","353","1705","0.21"
"211800","611","3065","0.20"
"211800","659","3354","0.20"
"211900","552","1932","0.29"
"211900","1293","4859","0.27"
"211900","553","2462","0.22"
"211900","610","3114","0.20"
"211900","670","3722","0.18"
"212000","446","1777","0.25"
"212000","445","2178","0.20"
"212000","383","2035","0.19"
"212000","312","2069","0.15"
"212100","870","3187","0.27"
"212100","389","1594","0.24"
"212100","300","1520","0.20"
"212100","254","1388","0.18"
"212100","347","1892","0.18"
"212200","536","1978","0.27"
"212200","325","1527","0.21"
"212200","407","2116","0.19"
"212200","320","1722","0.19"
"212200","5027","27870","0.18"
"212200","203","1613","0.13"
"212300","565","2395","0.24"
"212300","1381","7079","0.20"
"212300","671","3374","0.20"
"212300","346","1839","0.19"
"212300","380","2094","0.18"
"212300","4957","30401","0.16"
"212400","508","2755","0.18"
"212500","937","1864","0.50"
"212500","766","1871","0.41"
"212500","384","968","0.40"
"212500","625","1547","0.40"
"212500","817","2150","0.38"
"212500","691","2135","0.32"
"212500","918","3103","0.30"
"212500","630","2182","0.29"
"212500","69","241","0.29"
"212500","152","567","0.27"
"212500","386","1451","0.27"
"212500","637","2593","0.25"
"212500","423","1770","0.24"
"212500","442","1892","0.23"
"212500","86","382","0.23"
"212500","166","737","0.23"
"212500","580","2578","0.22"
"212500","333","1495","0.22"
"212500","395","1898","0.21"
"212500","238","1153","0.21"
"212500","109","530","0.21"
"212500","251","1212","0.21"
"212500","442","2176","0.20"
"212500","1273","6243","0.20"
"212500","20","98","0.20"
"212500","20","100","0.20"
"212500","74","395","0.19"
"212500","263","1519","0.17"
"212500","37","223","0.17"
"212500","360","2284","0.16"
"212500","530","3541","0.15"
"212500","50","343","0.15"
"212500","6","44","0.14"
"212600","391","2262","0.17"
"212600","583","3424","0.17"
"212600","249","1435","0.17"
"212600","306","1948","0.16"
"212700","572","2528","0.23"
"212700","1217","6986","0.17"
"212800","1125","4219","0.27"
"212800","1369","5661","0.24"
"212800","461","2056","0.22"
"212800","391","1885","0.21"
"212800","364","1866","0.20"
"212800","355","2267","0.16"
"212800","886","5391","0.16"
"212800","327","2046","0.16"
"212900","263","1169","0.22"
"212900","1650","9446","0.17"
"212900","476","2926","0.16"
"213000","1546","5831","0.27"
"213000","993","4273","0.23"
"213000","729","3386","0.22"
"213000","423","2054","0.21"
"213000","207","1079","0.19"
"213000","527","2868","0.18"
"213000","392","2340","0.17"
"213000","329","1922","0.17"
"213100","380","1700","0.22"
"213100","910","4412","0.21"
"213100","751","3609","0.21"
"213100","557","2676","0.21"
"213100","1367","7368","0.19"
"213100","661","3516","0.19"
"213100","539","2987","0.18"
"213100","767","4794","0.16"
"213200","333","1165","0.29"
"213200","1645","6262","0.26"
"213200","786","3044","0.26"
"213200","796","3124","0.25"
"213200","1293","5444","0.24"
"213200","640","2929","0.22"
"213200","674","3008","0.22"
"213200","352","1652","0.21"
"213200","548","2679","0.20"
"213200","988","5092","0.19"
"213200","285","1493","0.19"
"213200","159","893","0.18"
"213200","1255","7353","0.17"
"213200","241","1480","0.16"
"213200","428","2738","0.16"
"213300","428","1175","0.36"
"213300","707","2695","0.26"
"213300","603","3220","0.19"
"213300","315","1932","0.16"
"213300","447","2802","0.16"
"213300","711","5218","0.14"
"213400","421","1589","0.26"
"213400","443","2261","0.20"
"213400","756","4166","0.18"
"213400","257","1436","0.18"
"213400","675","3983","0.17"
"213400","476","2794","0.17"
"213400","713","4166","0.17"
"213500","896","3162","0.28"
"213500","549","2298","0.24"
"213500","419","2009","0.21"
"213500","474","2491","0.19"
"213500","195","1046","0.19"
"213500","189","1033","0.18"
"213500","280","1597","0.18"
"213500","305","1810","0.17"
"213600","1154","3300","0.35"
"213600","340","1499","0.23"
"213600","427","2116","0.20"
"213700","316","1493","0.21"
"213700","338","1893","0.18"
"213700","234","1337","0.18"
"213700","476","2796","0.17"
"213700","2546","17032","0.15"
"213800","2098","6647","0.32"
"213800","582","2597","0.22"
"213800","386","1934","0.20"
"213800","737","3986","0.18"
"213800","327","1866","0.18"
"213800","441","2655","0.17"
"213800","413","2403","0.17"
"213800","459","2806","0.16"
"213900","4183","14912","0.28"
"213900","1551","6035","0.26"
"213900","484","2062","0.23"
"213900","433","2054","0.21"
"213900","214","1410","0.15"
"213900","304","2272","0.13"
"214000","922","3380","0.27"
"214000","832","3163","0.26"
"214000","698","2839","0.25"
"214000","301","1519","0.20"
"214000","662","4137","0.16"
"214000","1001","6322","0.16"
"214100","825","3050","0.27"
"214100","188","710","0.26"
"214100","271","1607","0.17"
"214100","563","3473","0.16"
"214200","611","2465","0.25"
"214200","400","1817","0.22"
"214200","767","3745","0.20"
"214200","656","3421","0.19"
"214200","443","2483","0.18"
"214300","610","1476","0.41"
"214300","661","2385","0.28"
"214300","102","364","0.28"
