"median_income","population","household","total_rooms","people_per_household","people_per_room"
"36019","2165","1185","4374","1.827","0.495"
"36019","1021","450","2077","2.269","0.492"
"36016","1175","441","2376","2.664","0.495"
"36016","1173","272","1146","4.313","1.024"
"36007","1056","312","1731","3.385","0.610"
"36007","1344","600","3295","2.240","0.408"
"36007","862","368","1631","2.342","0.529"
"36006","1682","463","2138","3.633","0.787"
"36000","622","322","1688","1.932","0.368"
"36000","924","328","1676","2.817","0.551"
"36000","820","276","1339","2.971","0.612"
"36000","2816","673","2854","4.184","0.987"
"36000","1026","332","1756","3.090","0.584"
"36000","1177","311","1444","3.785","0.815"
"36000","980","372","2267","2.634","0.432"
"36000","1868","647","2617","2.887","0.714"
"36000","1286","364","1948","3.533","0.660"
"36000","1071","361","1801","2.967","0.595"
"36000","740","183","796","4.044","0.930"
"36000","693","415","3494","1.670","0.198"
"35990","1439","493","2814","2.919","0.511"
"35990","3767","1334","8884","2.824","0.424"
"35990","809","277","1510","2.921","0.536"
"35988","1929","742","4241","2.600","0.455"
"35987","1756","557","3348","3.153","0.524"
"35987","1303","625","2642","2.085","0.493"
"35987","911","281","1733","3.242","0.526"
"35985","1183","749","2916","1.579","0.406"
"35982","686","339","1762","2.024","0.389"
"35982","900","295","1607","3.051","0.560"
"35982","1520","601","2682","2.529","0.567"
"35978","1100","380","2271","2.895","0.484"
"35978","782","300","1804","2.607","0.433"
"35977","1327","466","2535","2.848","0.523"
"35972","1150","429","2145","2.681","0.536"
"35972","554","103","275","5.379","2.015"
"35972","839","367","2281","2.286","0.368"
"35972","1235","343","1813","3.601","0.681"
"35968","3960","1248","7290","3.173","0.543"
"35967","1666","575","2448","2.897","0.681"
"35966","791","254","1345","3.114","0.588"
"35962","2503","902","5343","2.775","0.468"
"35962","632","262","1597","2.412","0.396"
"35959","2460","923","4838","2.665","0.508"
"35958","1242","540","2806","2.300","0.443"
"35954","2870","984","5301","2.917","0.541"
"35943","3416","1357","6787","2.517","0.503"
"35938","352","121","811","2.909","0.434"
"35938","505","188","886","2.686","0.570"
"35938","316","139","584","2.273","0.541"
"35938","899","271","1368","3.317","0.657"
"35938","906","373","2220","2.429","0.408"
"35938","504","203","1166","2.483","0.432"
"35938","655","149","705","4.396","0.929"
"35938","977","357","1636","2.737","0.597"
"35931","1426","483","2657","2.952","0.537"
"35917","821","285","1542","2.881","0.532"
"35915","1423","482","2208","2.952","0.644"
"35912","1209","540","2515","2.239","0.481"
"35909","1452","425","1720","3.416","0.844"
"35909","1420","664","2740","2.139","0.518"
"35909","591","302","1117","1.957","0.529"
"35909","1312","574","2447","2.286","0.536"
"35909","1229","663","2689","1.854","0.457"
"35909","1091","409","2245","2.667","0.486"
"35909","674","255","1508","2.643","0.447"
"35905","1027","408","1635","2.517","0.628"
"35903","962","297","1092","3.239","0.881"
"35902","2789","619","3167","4.506","0.881"
"35900","869","291","1239","2.986","0.701"
"35900","1578","601","2810","2.626","0.562"
"35900","843","328","2004","2.570","0.421"
"35893","587","217","1252","2.705","0.469"
"35893","868","272","1623","3.191","0.535"
"35893","317","208","1102","1.524","0.288"
"35893","88","39","362","2.256","0.243"
"35893","755","277","1499","2.726","0.504"
"35893","836","335","1577","2.496","0.530"
"35893","939","457","2443","2.055","0.384"
"35893","462","131","737","3.527","0.627"
"35887","1377","417","2195","3.302","0.627"
"35885","1150","520","2723","2.212","0.422"
"35882","658","255","3460","2.580","0.190"
"35880","1281","479","2780","2.674","0.461"
"35880","595","262","1576","2.271","0.378"
"35878","1494","298","1381","5.013","1.082"
"35878","4131","1524","6854","2.711","0.603"
"35877","4356","1780","9849","2.447","0.442"
"35875","1314","532","2618","2.470","0.502"
"35875","1202","544","1995","2.210","0.603"
"35871","1032","548","2246","1.883","0.459"
"35870","996","365","2200","2.729","0.453"
"35867","1482","308","1567","4.812","0.946"
"35865","551","191","987","2.885","0.558"
"35865","240","145","541","1.655","0.444"
"35865","602","185","994","3.254","0.606"
"35865","1508","515","2910","2.928","0.518"
"35861","1479","1043","3402","1.418","0.435"
"35861","1557","619","3174","2.515","0.491"
"35859","518","170","856","3.047","0.605"
"35859","903","423","1692","2.135","0.534"
"35859","1021","332","1677","3.075","0.609"
"35857","2239","849","4075","2.637","0.549"
"35855","1265","378","1691","3.347","0.748"
"35852","846","306","1665","2.765","0.508"
"35851","6763","2437","13195","2.775","0.513"
"35848","797","342","1882","2.330","0.423"
"35848","1047","451","2024","2.322","0.517"
"35845","1240","493","2287","2.515","0.542"
"35839","2726","905","4750","3.012","0.574"
"35838","2980","1888","7446","1.578","0.400"
"35833","344","154","813","2.234","0.423"
"35833","855","346","2017","2.471","0.424"
"35833","1118","374","1938","2.989","0.577"
"35833","732","195","1343","3.754","0.545"
"35833","919","344","1866","2.672","0.492"
"35833","448","120","529","3.733","0.847"
"35833","1049","443","1922","2.368","0.546"
"35833","1312","531","2739","2.471","0.479"
"35822","2860","1026","5591","2.788","0.512"
"35819","703","317","1530","2.218","0.459"
"35817","2558","1074","5351","2.382","0.478"
"35812","2176","1002","4436","2.172","0.491"
"35806","1213","606","3136","2.002","0.387"
"35804","2411","819","4573","2.944","0.527"
"35804","1287","625","3066","2.059","0.420"
"35802","7608","2832","14414","2.686","0.528"
"35800","2294","747","5156","3.071","0.445"
"35795","913","330","2263","2.767","0.403"
"35795","861","262","1443","3.286","0.597"
"35789","427","176","859","2.426","0.497"
"35789","1559","589","3109","2.647","0.501"
"35781","520","212","1408","2.453","0.369"
"35781","2099","937","4524","2.240","0.464"
"35781","609","270","1421","2.256","0.429"
"35781","1146","391","1728","2.931","0.663"
"35781","275","84","1611","3.274","0.171"
"35781","1026","333","2080","3.081","0.493"
"35777","1888","829","3817","2.277","0.495"
"35775","1579","560","3230","2.820","0.489"
"35774","1371","479","2591","2.862","0.529"
"35772","749","261","1432","2.870","0.523"
"35769","925","50","247","18.500","3.745"
"35769","1891","721","4281","2.623","0.442"
"35769","1027","343","1875","2.994","0.548"
"35761","786","334","1833","2.353","0.429"
"35757","1923","614","2787","3.132","0.690"
"35750","838","415","1476","2.019","0.568"
"35750","1550","576","3095","2.691","0.501"
"35750","1089","417","2037","2.612","0.535"
"35750","1269","639","3095","1.986","0.410"
"35750","1181","575","2700","2.054","0.437"
"35750","709","298","1806","2.379","0.393"
"35750","676","282","1449","2.397","0.467"
"35746","1785","733","2892","2.435","0.617"
"35745","3258","1316","6016","2.476","0.542"
"35744","1449","611","3098","2.372","0.468"
"35744","2659","1269","5283","2.095","0.503"
"35739","968","384","2324","2.521","0.417"
"35737","1289","594","3377","2.170","0.382"
"35735","1035","361","1967","2.867","0.526"
"35735","904","286","1453","3.161","0.622"
"35735","1130","335","1602","3.373","0.705"
"35732","6291","2654","12317","2.370","0.511"
"35729","910","492","2737","1.850","0.332"
"35719","1157","809","3312","1.430","0.349"
"35719","2828","1247","5471","2.268","0.517"
"35714","828","289","2722","2.865","0.304"
"35714","676","278","1658","2.432","0.408"
"35714","1023","358","1996","2.858","0.513"
"35714","648","245","1150","2.645","0.563"
"35714","789","321","1908","2.458","0.414"
"35714","2138","1411","4382","1.515","0.488"
"35714","1303","340","1527","3.832","0.853"
"35711","1912","791","3724","2.417","0.513"
"35707","1030","395","2174","2.608","0.474"
"35703","721","320","1511","2.253","0.477"
"35700","3727","961","5274","3.878","0.707"
"35696","3527","1170","7151","3.015","0.493"
"35694","1369","259","1115","5.286","1.228"
"35694","1304","588","2582","2.218","0.505"
"35694","1236","659","3320","1.876","0.372"
"35691","8656","3234","16239","2.677","0.533"
"35690","2355","757","3944","3.111","0.597"
"35687","603","191","923","3.157","0.653"
"35684","1518","741","3461","2.049","0.439"
"35682","4660","1715","10463","2.717","0.445"
"35682","539","300","1808","1.797","0.298"
"35673","749","335","1740","2.236","0.430"
"35673","1053","377","2090","2.793","0.504"
"35673","766","335","1827","2.287","0.419"
"35673","1257","445","2640","2.825","0.476"
"35671","2273","949","4465","2.395","0.509"
"35670","663","282","1713","2.351","0.387"
"35670","1340","632","2876","2.120","0.466"
"35667","2026","722","3333","2.806","0.608"
"35667","703","311","1300","2.260","0.541"
"35667","390","189","2839","2.063","0.137"
"35667","86","32","1115","2.688","0.077"
"35664","1010","292","1469","3.459","0.688"
"35659","3148","2274","8264","1.384","0.381"
"35655","861","299","1541","2.880","0.559"
"35655","1575","921","3771","1.710","0.418"
"35652","605","250","1548","2.420","0.391"
"35652","1000","354","2421","2.825","0.413"
"35652","1278","565","2462","2.262","0.519"
"35649","2029","866","3200","2.343","0.634"
"35647","781","274","1486","2.850","0.526"
"35646","1821","536","2462","3.397","0.740"
"35644","1491","587","2421","2.540","0.616"
"35638","1523","412","1937","3.697","0.786"
"35637","1190","695","3068","1.712","0.388"
"35625","2307","531","2399","4.345","0.962"
"35625","828","339","1813","2.442","0.457"
"35625","611","193","762","3.166","0.802"
"35625","769","226","938","3.403","0.820"
"35625","662","443","2116","1.494","0.313"
"35625","1741","646","3727","2.695","0.467"
"35625","1054","329","1858","3.204","0.567"
"35625","709","250","1338","2.836","0.530"
"35625","356","150","774","2.373","0.460"
"35625","2230","798","3236","2.794","0.689"
"35625","927","313","1698","2.962","0.546"
"35625","95","23","133","4.130","0.714"
"35625","703","255","4236","2.757","0.166"
"35625","1436","168","737","8.548","1.948"
"35625","1989","794","3983","2.505","0.499"
"35625","1196","422","4116","2.834","0.291"
"35625","1657","936","5092","1.770","0.325"
"35611","2191","804","4965","2.725","0.441"
"35607","1758","603","3691","2.915","0.476"
"35606","1272","472","2290","2.695","0.555"
"35603","2949","1083","5153","2.723","0.572"
"35603","957","418","2050","2.289","0.467"
"35595","2319","787","3883","2.947","0.597"
"35592","1367","334","1431","4.093","0.955"
"35588","621","314","1340","1.978","0.463"
"35588","1111","417","2159","2.664","0.515"
"35586","857","272","1518","3.151","0.565"
"35586","2374","879","2500","2.701","0.950"
"35585","2165","690","3147","3.138","0.688"
"35583","1280","570","2572","2.246","0.498"
"35583","737","218","1083","3.381","0.681"
"35583","796","303","1706","2.627","0.467"
"35580","1155","368","1768","3.139","0.653"
"35573","1510","890","3653","1.697","0.413"
"35569","2496","1075","7646","2.322","0.326"
"35568","1619","573","2824","2.825","0.573"
"35568","633","290","1409","2.183","0.449"
"35568","268","110","670","2.436","0.400"
"35562","792","325","1636","2.437","0.484"
"35562","1679","360","1819","4.664","0.923"
"35562","1170","724","2470","1.616","0.474"
"35560","841","380","1650","2.213","0.510"
"35556","1626","457","2263","3.558","0.719"
"35556","1183","636","2558","1.860","0.462"
"35556","1036","400","1939","2.590","0.534"
"35551","1914","369","1739","5.187","1.101"
"35551","2383","681","3120","3.499","0.764"
"35547","672","261","1464","2.575","0.459"
"35547","882","261","1611","3.379","0.547"
"35547","479","67","372","7.149","1.288"
"35547","1718","558","2819","3.079","0.609"
"35542","874","380","2382","2.300","0.367"
"35541","857","430","1655","1.993","0.518"
"35541","1825","671","4026","2.720","0.453"
"35536","2204","600","3131","3.673","0.704"
"35536","1011","305","1860","3.315","0.544"
"35536","2229","777","4462","2.869","0.500"
"35536","590","264","1077","2.235","0.548"
"35536","1227","513","2112","2.392","0.581"
"35536","699","219","1463","3.192","0.478"
"35532","950","372","1687","2.554","0.563"
"35529","1466","663","3889","2.211","0.377"
"35529","1763","571","3184","3.088","0.554"
"35528","1398","747","3043","1.871","0.459"
"35525","2369","720","3797","3.290","0.624"
"35524","1271","427","2473","2.977","0.514"
"35522","6511","2267","13714","2.872","0.475"
"35521","2425","687","3315","3.530","0.732"
"35521","1671","448","1787","3.730","0.935"
"35521","620","216","1356","2.870","0.457"
"35521","1914","855","2953","2.239","0.648"
"35521","1312","629","3329","2.086","0.394"
"35518","2064","629","3059","3.281","0.675"
"35517","2224","674","3292","3.300","0.676"
"35511","1126","372","2319","3.027","0.486"
"35511","1909","346","1461","5.517","1.307"
"35508","1793","600","3471","2.988","0.517"
"35507","718","380","1946","1.889","0.369"
"35507","1869","686","5027","2.724","0.372"
"35506","980","503","2487","1.948","0.394"
"35504","3089","1365","5873","2.263","0.526"
"35500","1302","404","1839","3.223","0.708"
"35500","2302","850","5218","2.708","0.441"
"35500","1049","405","1885","2.590","0.556"
"35500","707","267","1280","2.648","0.552"
"35500","575","144","688","3.993","0.836"
"35497","4483","1747","8389","2.566","0.534"
"35492","1032","278","1375","3.712","0.751"
"35491","729","260","1150","2.804","0.634"
"35489","1608","558","2875","2.882","0.559"
"35488","3310","988","4711","3.350","0.703"
"35488","1044","241","1162","4.332","0.898"
"35486","615","325","1838","1.892","0.335"
"35486","1478","600","3725","2.463","0.397"
"35486","1583","749","3776","2.113","0.419"
"35484","989","622","2578","1.590","0.384"
"35481","373","139","522","2.683","0.715"
"35481","2602","760","3999","3.424","0.651"
"35481","826","377","2069","2.191","0.399"
"35481","1380","352","1678","3.920","0.822"
"35481","742","221","1005","3.357","0.738"
"35481","470","217","1139","2.166","0.413"
"35473","1807","661","2716","2.734","0.665"
"35469","628","219","1284","2.868","0.489"
"35469","1538","342","1465","4.497","1.050"
"35469","419","170","991","2.465","0.423"
"35465","1584","671","3008","2.361","0.527"
"35464","4390","1567","7937","2.802","0.553"
"35463","1179","398","1982","2.962","0.595"
"35462","1444","503","2629","2.871","0.549"
"35461","1888","366","1452","5.158","1.300"
"35461","2499","884","4446","2.827","0.562"
"35455","1157","390","1983","2.967","0.583"
"35455","1035","218","1229","4.748","0.842"
"35446","1849","429","2245","4.310","0.824"
"35446","1164","481","3273","2.420","0.356"
"35445","2068","958","3710","2.159","0.557"
"35444","2029","1065","5098","1.905","0.398"
"35441","1352","411","2458","3.290","0.550"
"35437","1286","347","1790","3.706","0.718"
"35436","1410","434","2176","3.249","0.648"
"35435","1330","647","2602","2.056","0.511"
"35429","2022","611","3757","3.309","0.538"
"35426","2673","1135","6017","2.355","0.444"
"35417","950","522","1775","1.820","0.535"
"35417","974","371","2282","2.625","0.427"
"35417","1131","405","1400","2.793","0.808"
"35417","1010","292","1551","3.459","0.651"
"35417","669","367","1693","1.823","0.395"
"35417","868","342","2443","2.538","0.355"
"35417","601","203","1349","2.961","0.446"
"35414","7180","3522","13133","2.039","0.547"
"35404","1351","561","3166","2.408","0.427"
"35403","3789","1473","7923","2.572","0.478"
"35403","1383","469","2420","2.949","0.571"
"35403","687","221","1376","3.109","0.499"
"35402","1028","372","1766","2.763","0.582"
"35398","1225","423","2300","2.896","0.533"
"35395","1448","570","2930","2.540","0.494"
"35393","1569","595","3249","2.637","0.483"
"35391","1029","346","2019","2.974","0.510"
"35391","1500","414","2165","3.623","0.693"
"35391","2504","847","4849","2.956","0.516"
"35388","557","223","1122","2.498","0.496"
"35388","2082","631","3187","3.300","0.653"
"35387","4853","1465","5768","3.313","0.841"
"35385","266","80","294","3.325","0.905"
"35385","1569","556","3120","2.822","0.503"
"35385","4647","1623","7637","2.863","0.608"
"35380","943","301","1513","3.133","0.623"
"35379","1544","499","2851","3.094","0.542"
"35375","537","182","1191","2.951","0.451"
"35375","275","94","549","2.926","0.501"
"35368","1316","459","2738","2.867","0.481"
"35365","3082","239","1283","12.895","2.402"
"35364","2251","995","3982","2.262","0.565"
"35363","2907","972","5694","2.991","0.511"
"35357","2745","250","1617","10.980","1.698"
"35357","1046","441","2067","2.372","0.506"
"35357","1379","363","1764","3.799","0.782"
"35353","1211","452","2854","2.679","0.424"
"35352","1919","932","5805","2.059","0.331"
"35350","719","236","1240","3.047","0.580"
"35349","2589","438","2035","5.911","1.272"
"35347","1333","266","1111","5.011","1.200"
"35347","1164","420","2281","2.771","0.510"
"35345","965","265","1196","3.642","0.807"
"35341","2062","616","2608","3.347","0.791"
"35341","747","421","2392","1.774","0.312"
"35341","1311","452","2228","2.900","0.588"
"35341","1434","386","2321","3.715","0.618"
"35335","2719","1420","5041","1.915","0.539"
"35333","1823","654","3371","2.787","0.541"
"35333","788","248","1286","3.177","0.613"
"35333","759","479","1705","1.585","0.445"
"35331","1804","588","3257","3.068","0.554"
"35329","1524","454","2043","3.357","0.746"
"35326","817","342","1087","2.389","0.752"
"35323","1540","620","3573","2.484","0.431"
"35322","2080","982","4459","2.118","0.466"
"35313","1355","303","1543","4.472","0.878"
"35313","766","289","1369","2.651","0.560"
"35313","704","362","1962","1.945","0.359"
"35313","1039","346","2025","3.003","0.513"
"35313","1390","607","3221","2.290","0.432"
"35313","1104","416","2240","2.654","0.493"
"35313","2300","946","4273","2.431","0.538"
"35313","773","265","1511","2.917","0.512"
"35313","737","278","1729","2.651","0.426"
"35313","1494","415","1963","3.600","0.761"
"35313","640","206","1166","3.107","0.549"
"35313","883","366","1589","2.413","0.556"
"35313","1280","295","1626","4.339","0.787"
"35313","1605","533","2679","3.011","0.599"
"35305","1296","464","2750","2.793","0.471"
"35302","1092","459","2564","2.379","0.426"
"35296","1497","829","3850","1.806","0.389"
"35296","1793","626","3433","2.864","0.522"
"35295","1479","668","3051","2.214","0.485"
"35294","330","123","1736","2.683","0.190"
"35294","1835","894","3854","2.053","0.476"
"35292","1912","1172","4366","1.631","0.438"
"35288","1049","369","1851","2.843","0.567"
"35288","2013","801","4261","2.513","0.472"
"35288","556","244","3018","2.279","0.184"
"35288","1159","544","3119","2.131","0.372"
"35282","959","284","1494","3.377","0.642"
"35278","1053","422","2171","2.495","0.485"
"35278","650","265","1351","2.453","0.481"
"35278","1131","461","1788","2.453","0.633"
"35272","989","293","1493","3.375","0.662"
"35270","1453","828","2975","1.755","0.488"
"35268","1702","588","2642","2.895","0.644"
"35268","1623","479","1927","3.388","0.842"
"35268","409","123","602","3.325","0.679"
"35268","1969","737","3260","2.672","0.604"
"35265","1390","477","2521","2.914","0.551"
"35260","1656","732","4197","2.262","0.395"
"35258","3840","1033","6301","3.717","0.609"
"35256","704","272","836","2.588","0.842"
"35255","1867","802","2926","2.328","0.638"
"35255","2174","812","4624","2.677","0.470"
"35250","398","162","696","2.457","0.572"
"35250","3918","1100","6758","3.562","0.580"
"35250","2389","844","4228","2.831","0.565"
"35250","2396","713","3158","3.360","0.759"
"35250","1127","320","1478","3.522","0.763"
"35242","1061","390","1999","2.721","0.531"
"35242","1068","552","2920","1.935","0.366"
"35240","1006","444","2315","2.266","0.435"
"35234","528","253","1158","2.087","0.456"
"35234","1675","612","2583","2.737","0.648"
"35234","423","136","756","3.110","0.560"
"35231","1508","657","3642","2.295","0.414"
"35227","1056","279","1566","3.785","0.674"
"35227","1775","445","2040","3.989","0.870"
"35227","1710","530","3593","3.226","0.476"
"35227","1421","491","2652","2.894","0.536"
"35223","2069","781","6710","2.649","0.308"
"35221","1078","494","2388","2.182","0.451"
"35220","3282","889","3614","3.692","0.908"
"35214","1447","901","2748","1.606","0.527"
"35214","1166","407","2045","2.865","0.570"
"35214","1179","718","2960","1.642","0.398"
"35213","1005","497","2408","2.022","0.417"
"35208","2219","804","3814","2.760","0.582"
"35208","1319","506","3139","2.607","0.420"
"35208","476","142","713","3.352","0.668"
"35208","539","246","1239","2.191","0.435"
"35208","1267","380","1785","3.334","0.710"
"35208","69","50","260","1.380","0.265"
"35200","2202","729","3425","3.021","0.643"
"35200","1122","370","2182","3.032","0.514"
"35199","1598","628","2581","2.545","0.619"
"35195","1314","550","3350","2.389","0.392"
"35192","1024","339","1664","3.021","0.615"
"35192","1070","392","2297","2.730","0.466"
"35192","726","443","2618","1.639","0.277"
"35192","796","297","2598","2.680","0.306"
"35192","1663","565","2748","2.943","0.605"
"35189","1497","556","3057","2.692","0.490"
"35189","1786","728","3996","2.453","0.447"
"35187","1912","770","3906","2.483","0.490"
"35186","3359","1396","6360","2.406","0.528"
"35179","1200","432","2655","2.778","0.452"
"35179","1198","362","1253","3.309","0.956"
"35179","1006","491","1791","2.049","0.562"
"35179","777","297","1476","2.616","0.526"
"35179","75","31","146","2.419","0.514"
"35179","927","398","2523","2.329","0.367"
"35179","662","470","1489","1.409","0.445"
"35179","763","216","1299","3.532","0.587"
"35179","1351","523","3058","2.583","0.442"
"35179","2471","888","4459","2.783","0.554"
"35174","1357","657","2988","2.065","0.454"
"35172","1190","429","1711","2.774","0.695"
"35172","1242","335","1683","3.707","0.738"
"35167","496","147","860","3.374","0.577"
"35167","3094","947","6068","3.267","0.510"
"35164","2209","610","2734","3.621","0.808"
"35164","1700","579","3457","2.936","0.492"
"35161","1052","379","1767","2.776","0.595"
"35161","696","347","1562","2.006","0.446"
"35156","961","272","1487","3.533","0.646"
"35156","1062","277","1370","3.834","0.775"
"35156","288","131","589","2.198","0.489"
"35156","1005","401","2414","2.506","0.416"
"35156","131","74","360","1.770","0.364"
"35156","288","132","786","2.182","0.366"
"35156","1211","409","1961","2.961","0.618"
"35156","887","356","2307","2.492","0.384"
"35154","1930","1153","3811","1.674","0.506"
"35147","1582","778","3983","2.033","0.397"
"35139","1973","598","2746","3.299","0.718"
"35139","1155","456","2401","2.533","0.481"
"35139","1729","537","2991","3.220","0.578"
"35129","1511","309","1345","4.890","1.123"
"35129","2356","722","3779","3.263","0.623"
"35129","1172","408","2336","2.873","0.502"
"35128","911","405","2097","2.249","0.434"
"35125","1352","718","2638","1.883","0.513"
"35125","1200","307","1413","3.909","0.849"
"35125","1027","509","2263","2.018","0.454"
"35125","725","233","1652","3.112","0.439"
"35125","2098","673","2879","3.117","0.729"
"35120","5014","2116","7961","2.370","0.630"
"35120","3562","1299","6601","2.742","0.540"
"35114","795","279","1778","2.849","0.447"
"35114","633","378","1615","1.675","0.392"
"35114","444","282","1244","1.574","0.357"
"35114","1144","417","2329","2.743","0.491"
"35114","704","314","1382","2.242","0.509"
"35112","1807","922","4920","1.960","0.367"
"35109","1770","693","3372","2.554","0.525"
"35109","2223","728","3416","3.054","0.651"
"35109","801","422","1568","1.898","0.511"
"35104","1990","369","1246","5.393","1.597"
"35104","410","191","5055","2.147","0.081"
"35096","970","381","1875","2.546","0.517"
"35096","1169","400","2061","2.923","0.567"
"35096","2585","715","4033","3.615","0.641"
"35096","774","478","1883","1.619","0.411"
"35094","1897","622","2274","3.050","0.834"
"35089","1939","754","3362","2.572","0.577"
"35089","696","263","1526","2.646","0.456"
"35085","1832","715","3894","2.562","0.470"
"35083","671","439","1777","1.528","0.378"
"35083","1924","852","3615","2.258","0.532"
"35083","853","272","1383","3.136","0.617"
"35082","7096","2038","9053","3.482","0.784"
"35081","1318","454","2801","2.903","0.471"
"35078","1228","436","2727","2.817","0.450"
"35078","1784","666","3260","2.679","0.547"
"35078","335","203","730","1.650","0.459"
"35078","806","327","1475","2.465","0.546"
"35076","1298","461","2392","2.816","0.543"
"35076","1074","375","1530","2.864","0.702"
"35074","977","290","1486","3.369","0.657"
"35073","1859","740","3146","2.512","0.591"
"35072","2477","532","2742","4.656","0.903"
"35066","904","431","2161","2.097","0.418"
"35066","1617","458","2587","3.531","0.625"
"35060","2981","975","4420","3.057","0.674"
"35057","1111","476","2639","2.334","0.421"
"35056","1454","526","1957","2.764","0.743"
"35055","2177","1027","5416","2.120","0.402"
"35054","1157","320","1278","3.616","0.905"
"35052","2471","863","4173","2.863","0.592"
"35052","2129","1037","4001","2.053","0.532"
"35051","1808","1041","4150","1.737","0.436"
"35050","2517","874","3855","2.880","0.653"
"35048","1573","694","2907","2.267","0.541"
"35046","856","293","1651","2.922","0.518"
"35045","932","447","1695","2.085","0.550"
"35039","1052","428","2150","2.458","0.489"
"35039","805","293","1735","2.747","0.464"
"35039","910","252","945","3.611","0.963"
"35039","2583","817","3436","3.162","0.752"
"35036","1278","368","1840","3.473","0.695"
"35035","904","261","1028","3.464","0.879"
"35022","1322","692","2610","1.910","0.507"
"35000","586","254","1145","2.307","0.512"
"35000","2640","594","3073","4.444","0.859"
"35000","295","97","504","3.041","0.585"
"35000","382","143","679","2.671","0.563"
"35000","3198","977","4934","3.273","0.648"
"35000","825","356","1711","2.317","0.482"
"35000","822","239","1046","3.439","0.786"
"35000","1492","342","1619","4.363","0.922"
"35000","1042","418","2210","2.493","0.471"
"35000","1654","435","2167","3.802","0.763"
"35000","1071","369","2049","2.902","0.523"
"35000","885","334","3109","2.650","0.285"
"35000","1456","535","2081","2.721","0.700"
"35000","1087","426","2374","2.552","0.458"
"35000","866","283","1621","3.060","0.534"
"35000","843","200","896","4.215","0.941"
"35000","1156","300","1295","3.853","0.893"
"35000","1201","479","2290","2.507","0.524"
"35000","1351","474","2726","2.850","0.496"
"35000","822","314","1944","2.618","0.423"
"35000","1834","671","3979","2.733","0.461"
"35000","1092","274","1270","3.985","0.860"
"35000","1681","590","3532","2.849","0.476"
"35000","191","83","529","2.301","0.361"
"35000","1824","692","2979","2.636","0.612"
"35000","2012","734","4205","2.741","0.478"
"35000","607","240","1521","2.529","0.399"
"35000","1516","568","2938","2.669","0.516"
"35000","869","416","2043","2.089","0.425"
"35000","323","136","806","2.375","0.401"
"34955","1617","561","2081","2.882","0.777"
"34954","1281","470","2120","2.726","0.604"
"34952","1510","467","2150","3.233","0.702"
"34950","729","253","1254","2.881","0.581"
"34950","1615","447","1852","3.613","0.872"
"34943","406","180","1076","2.256","0.377"
"34940","2028","521","2349","3.893","0.863"
"34937","507","266","1469","1.906","0.345"
"34934","451","150","819","3.007","0.551"
"34934","1645","710","3402","2.317","0.484"
"34926","1123","347","1860","3.236","0.604"
"34919","1137","354","1819","3.212","0.625"
"34917","963","292","1479","3.298","0.651"
"34914","796","388","2314","2.052","0.344"
"34912","2933","1168","9759","2.511","0.301"
"34911","1155","377","2230","3.064","0.518"
"34911","1243","482","3660","2.579","0.340"
"34907","1573","407","1995","3.865","0.788"
"34906","968","416","2364","2.327","0.409"
"34904","413","184","928","2.245","0.445"
"34902","2400","1496","6394","1.604","0.375"
"34899","2272","769","3305","2.954","0.687"
"34896","938","369","2200","2.542","0.426"
"34896","897","284","1728","3.158","0.519"
"34896","1502","656","3420","2.290","0.439"
"34896","1196","684","3217","1.749","0.372"
"34886","3189","1105","7559","2.886","0.422"
"34886","1112","391","2085","2.844","0.533"
"34883","1427","620","3047","2.302","0.468"
"34880","3232","1016","4815","3.181","0.671"
"34875","1938","492","2558","3.939","0.758"
"34875","2896","897","5151","3.229","0.562"
"34872","2697","1096","5928","2.461","0.455"
"34871","2192","563","3199","3.893","0.685"
"34868","2314","1086","3410","2.131","0.679"
"34868","886","347","1814","2.553","0.488"
"34861","896","260","1453","3.446","0.617"
"34861","1883","706","3519","2.667","0.535"
"34861","51","20","346","2.550","0.147"
"34861","1322","386","1973","3.425","0.670"
"34861","2041","734","4335","2.781","0.471"
"34861","1564","501","2572","3.122","0.608"
"34856","2197","509","2292","4.316","0.959"
"34852","1561","901","3078","1.733","0.507"
"34844","567","211","1029","2.687","0.551"
"34844","1312","444","2300","2.955","0.570"
"34844","215","85","1127","2.529","0.191"
"34839","1159","399","2179","2.905","0.532"
"34838","446","165","1189","2.703","0.375"
"34837","1065","354","1654","3.008","0.644"
"34836","2518","1447","5144","1.740","0.490"
"34835","2966","1339","5122","2.215","0.579"
"34833","1478","604","2573","2.447","0.574"
"34833","997","390","2241","2.556","0.445"
"34827","3525","1387","7035","2.541","0.501"
"34821","1389","313","1489","4.438","0.933"
"34821","1199","445","2229","2.694","0.538"
"34821","5372","1843","9885","2.915","0.543"
"34821","1810","547","2504","3.309","0.723"
"34821","1119","387","1984","2.891","0.564"
"34817","1687","527","2966","3.201","0.569"
"34812","707","290","1311","2.438","0.539"
"34812","3988","906","4085","4.402","0.976"
"34811","2296","899","4505","2.554","0.510"
"34808","533","193","944","2.762","0.565"
"34801","1310","963","3830","1.360","0.342"
"34800","689","309","1470","2.230","0.469"
"34800","1524","565","3170","2.697","0.481"
"34799","1298","626","4109","2.073","0.316"
"34792","1761","699","3435","2.519","0.513"
"34792","1724","531","2407","3.247","0.716"
"34792","917","378","1748","2.426","0.525"
"34792","1128","261","1211","4.322","0.931"
