"longtitude","latitude","median_house_value","median_income"
"-117.23","33.57","183000","39617"
"-117.29","33.13","183000","39205"
"-122.69","38.45","183000","39191"
"-118.04","34.09","183000","38304"
"-118.34","33.99","183000","38250"
"-118.29","33.84","183000","35000"
"-118.45","34.22","183000","20699"
"-117.52","33.99","182900","52759"
"-117.15","32.92","182900","49024"
"-117.97","33.85","182900","40061"
"-117.99","33.81","182900","24526"
"-117.91","33.82","182900","23843"
"-117.12","33.15","182800","44654.99999999999"
"-117.18","32.83","182800","42708.00000000001"
"-117.59","33.65","182800","42463"
"-122.13","37.68","182800","40588"
"-122.32","37.96","182800","40416.99999999999"
"-116.87","34.24","182800","39688"
"-117.89","33.84","182800","35521"
"-118.15","33.92","182800","25208"
"-121.11","37.74","182700","44212.99999999999"
"-117.88","34.11","182700","41411"
"-122.08","37.64","182700","39338"
"-122.09","37.4","182700","32875"
"-122.24","37.8","182700","26292"
"-122.27","37.86","182700","25417"
"-118.33","34.02","182600","42600"
"-117.3","33.17","182600","41807"
"-117.69","34.04","182600","40096"
"-122.29","37.87","182600","38750"
"-118.01","34.07","182600","29333.999999999996"
"-121.74","38.55","182600","17311"
"-117.92","34.07","182500","97066"
"-117.93","33.86","182500","55867.00000000001"
"-117.96","33.81","182500","47772"
"-118.43","34.24","182500","44688"
"-121.83","37.34","182500","40870"
"-118.45","34.31","182500","40556"
"-118.04","33.72","182500","40237.99999999999"
"-117.92","33.65","182500","34417"
"-120.99","39.22","182500","28942"
"-121.9","37.36","182500","27333"
"-121","37.68","182400","69682"
"-117.19","34.03","182400","64962"
"-118.05","33.99","182400","37328"
"-121.82","37.35","182400","34509"
"-121.25","37.76","182400","34009"
"-121.83","37.37","182400","32279"
"-117.75","33.64","182300","55342"
"-118.14","33.91","182300","44750"
"-117.9","33.77","182300","39613"
"-117.93","33.78","182300","39018"
"-118.27","33.79","182300","31613.000000000004"
"-122.27","37.85","182300","27054"
"-122.26","37.83","182300","26768"
"-118.6","34.21","182300","26159"
"-122.28","37.87","182300","22788"
"-117.02","32.81","182200","37292"
"-121.84","37.35","182200","26894"
"-118.1","33.89","182100","47159.00000000001"
"-117.93","33.86","182100","45774"
"-117.91","33.72","182100","45607"
"-117.21","32.84","182100","45401.99999999999"
"-118.15","34.2","182100","41518"
"-117.03","32.96","182100","41210.00000000001"
"-118.88","34.28","182100","40474"
"-117.86","33.73","182100","37202"
"-117.94","33.84","182100","36214"
"-121.07","39.05","182100","36087"
"-119.17","34.17","182100","35867"
"-118.18","34.13","182100","35341"
"-122.08","37.64","182100","33479"
"-121.86","37.35","182100","25551"
"-118.1","34.08","182100","25000"
"-118.04","33.98","182100","23182"
"-117.93","33.87","182100","23150"
"-118.25","33.78","182100","14443.999999999998"
"-122","37.98","182000","49219"
"-122.06","37.96","182000","39816"
"-122.05","37.95","182000","31838.000000000004"
"-118.28","34.08","182000","31607"
"-119.12","34.23","182000","24643"
"-117.96","34.05","181900","37258"
"-122.63","38.25","181900","37115"
"-121.89","37.35","181900","32083"
"-118.39","34.23","181900","30083.000000000004"
"-118.17","33.95","181900","19107"
"-118.16","34.04","181900","15078"
"-122.41","37.71","181900","12269.000000000002"
"-117.4","34.18","181800","53671"
"-117.54","34.12","181800","51333"
"-117.97","33.89","181800","51315"
"-117.67","33.54","181800","48906"
"-118.44","34.23","181800","45278"
"-117.95","33.77","181800","41917"
"-120.43","34.95","181800","36815"
"-121.9","38.02","181800","36154"
"-118.33","33.91","181800","33491"
"-118.15","33.87","181800","30684.999999999996"
"-117.98","33.81","181800","25820"
"-117.36","33.18","181800","25509"
"-117.72","34.1","181800","24952"
"-122","37.51","181700","49867"
"-118.01","34.09","181700","31944"
"-118.38","34.2","181700","30125"
"-118.37","33.95","181700","28438"
"-122.14","37.71","181700","26101"
"-118.26","34.07","181700","24038"
"-117.04","32.63","181600","51354"
"-121.46","38.58","181600","38914"
"-122.13","37.67","181600","31734"
"-118.12","34.06","181600","24599.000000000004"
"-118.26","33.79","181500","55000"
"-117.98","33.85","181500","47650"
"-118.43","34.23","181500","44432"
"-118.38","34.19","181500","27378.999999999996"
"-118.15","33.97","181500","21591"
"-118.27","33.87","181400","42768"
"-121.51","38.52","181400","40972"
"-118.01","34.1","181400","38085"
"-118.3","33.9","181400","32870"
"-118.35","34.21","181400","32750"
"-117.2","32.84","181400","32583.000000000004"
"-120.69","35.52","181400","29250"
"-116.92","32.76","181300","59202"
"-118.02","33.77","181300","52077"
"-121.23","37.98","181300","50362"
"-116.99","32.96","181300","48854"
"-118.4","34.21","181300","48194"
"-118.32","33.91","181300","45304"
"-118.32","33.91","181300","42000"
"-117.56","34.12","181300","37973"
"-118.4","34.19","181300","36250"
"-117.89","33.68","181300","33409"
"-122.1","37.4","181300","31736"
"-118.31","34.18","181300","31587"
"-119.05","34.4","181300","26991"
"-118.19","33.81","181300","25833"
"-118.25","34.12","181300","24855.999999999996"
"-117.64","33.99","181300","24375"
"-117.89","34.09","181300","24167"
"-118.17","33.77","181300","22538"
"-118.45","34.19","181300","22264"
"-118.39","34.2","181300","22234"
"-118.45","34.05","181300","21875"
"-122.39","37.72","181300","21484"
"-117.91","33.65","181300","21074"
"-118.15","33.78","181300","20875"
"-118.23","34.09","181300","20476"
"-118.33","34.01","181300","19631"
"-120.81","37.53","181300","18750"
"-118.19","33.97","181300","17562"
"-121.95","37.27","181300","17171"
"-118.15","34.16","181300","12891"
"-118.24","34.05","181300","8288"
"-121.96","37.95","181200","41483"
"-118.02","33.95","181200","41080"
"-118.21","34.64","181100","59508"
"-121.86","37.38","181100","58686"
"-119.19","34.18","181100","46186"
"-118.01","33.95","181100","44318"
"-118.31","33.91","181100","42596"
"-118.33","34.02","181100","35000"
"-117.91","34.1","181100","32813"
"-121.92","38.34","181000","61112"
"-117.07","32.8","181000","51487.99999999999"
"-117.93","34.04","181000","49342"
"-121.83","37.32","181000","48250"
"-118.01","33.95","181000","46923"
"-118.34","34.02","181000","42218"
"-122.08","37.69","181000","28512"
"-117.02","32.81","180900","54544"
"-117.24","33.37","180900","45391"
"-117.91","33.65","180900","40416.99999999999"
"-122.1","37.63","180900","37895"
"-117.77","34.11","180900","37500"
"-117.95","33.77","180900","32632"
"-122.1","37.68","180900","30962"
"-118.03","34.09","180900","28029"
"-118.12","33.89","180900","25432"
"-118.28","33.85","180800","51440"
"-120.96","38.66","180800","39036"
"-117.74","33.61","180800","35625"
"-120.24","39.35","180800","34792"
"-117.99","33.8","180800","33281"
"-118.14","33.91","180800","30703"
"-121.91","37.32","180800","30096"
"-117.06","32.99","180700","62683"
"-117.9","33.72","180700","43899"
"-122.06","37.67","180700","42733"
"-117.84","34.1","180700","38465"
"-118.06","33.91","180700","32031"
"-117.97","33.81","180600","44850"
"-117.86","34.1","180600","35977"
"-122.12","37.68","180600","34839"
"-117.85","34.11","180600","31133"
"-118.14","34.02","180600","26000"
"-118.32","33.91","180500","57528"
"-118.32","33.91","180500","42083.00000000001"
"-117.76","34.11","180500","39825"
"-118.61","34.21","180500","33534"
"-119.19","34.19","180500","32212"
"-120.92","37.59","180500","26591"
"-118.06","34.08","180500","25118.999999999996"
"-118.14","34.03","180500","24612"
"-117.13","32.94","180400","49375"
"-118.42","37.35","180400","43750"
"-121.44","36.84","180400","40050"
"-118.19","34.13","180400","39250"
"-121.19","39.05","180400","39000"
"-117.05","32.8","180400","37167"
"-117.96","33.82","180400","37070"
"-117.07","33.15","180400","32024"
"-117.89","34.1","180400","29437.000000000004"
"-122.36","37.72","180400","27083"
"-117.9","33.74","180400","22105"
"-118.17","33.77","180400","21378"
"-122.13","37.15","180300","39423"
"-118.42","34.3","180300","36548"
"-117.97","33.66","180300","28060.999999999996"
"-121.51","38.5","180200","50371"
"-117.98","33.78","180200","32636"
"-117.86","33.73","180200","26385"
"-118.35","33.99","180100","49531"
"-120.45","34.63","180100","49286"
"-117.23","32.86","180100","36083"
"-118.14","33.9","180100","33375"
"-117.96","33.81","180000","47737.99999999999"
"-122.76","38.44","180000","38244"
"-117.98","33.75","180000","38158"
"-122.13","37.71","180000","35781"
"-117.95","33.84","180000","35455"
"-117.91","33.85","180000","30250"
"-118.28","34.04","180000","21806"
"-118.3","34.04","180000","17225"
"-117.91","33.73","179900","47638.99999999999"
"-122.13","37.67","179900","32434"
"-122.12","37.7","179900","29922"
"-122.19","37.79","179900","29844"
"-118.02","33.95","179800","46184"
"-118.03","33.94","179800","43541.99999999999"
"-117.14","32.8","179800","39417"
"-118.16","33.93","179800","37361"
"-121.5","38.54","179800","37344"
"-118.55","34.2","179800","36905"
"-122.17","37.71","179800","32440.000000000004"
"-118.37","33.97","179800","29646"
"-118.59","34.2","179800","27540"
"-117.15","32.76","179800","26518"
"-120.97","37.66","179800","20227"
"-117.72","34","179700","54824"
"-118.46","34.27","179700","48015"
"-118.22","34.67","179700","43636"
"-117.98","33.79","179700","41115.00000000001"
"-121.68","39.13","179700","34698"
"-118.28","33.88","179700","26618"
"-120.59","35.12","179700","21702"
"-118.16","33.78","179700","16955"
"-118.14","33.89","179600","49107"
"-117.96","34.14","179600","39464"
"-117.91","33.82","179600","37014"
"-117.97","33.77","179600","26618"
"-121.8","37.99","179500","55000"
"-118.03","33.93","179500","52736"
"-121.41","38.56","179500","51384.99999999999"
"-122.22","38.12","179500","51014"
"-118.4","34.24","179500","47750"
"-120.93","37.72","179500","43864"
"-117.1","32.83","179500","43783"
"-121.82","37.28","179500","42361.00000000001"
"-118.02","33.95","179500","42291.99999999999"
"-118.14","33.88","179500","40507"
"-117.93","33.73","179500","39816"
"-122.08","37.64","179500","31420"
"-117.18","32.81","179500","31032"
"-121.88","36.59","179500","26894"
"-119.53","37.34","179500","23482"
"-117.03","32.69","179400","50829.00000000001"
"-121.25","38.72","179400","44850"
"-118.34","33.99","179400","37344"
"-122.13","37.68","179400","36000"
"-118.71","34.27","179400","31629.999999999996"
"-118.09","34.06","179400","26094"
"-117.92","33.83","179300","50275"
"-122.13","37.68","179300","41974"
"-122.07","37.66","179300","38750"
"-122.29","37.88","179300","35560"
"-122.28","37.86","179300","33906"
"-122.05","37.94","179300","25459"
"-121.19","38.66","179200","61185"
"-119.32","37.06","179200","51314"
"-117.23","32.74","179200","46354"
"-118.41","34.23","179200","45909.00000000001"
"-122.44","38.03","179200","41289"
"-122.74","38.45","179200","40798"
"-120.99","39.26","179200","37917"
"-118.01","34.09","179200","36094"
"-120.12","39.18","179200","35667"
"-118.1","34.06","179200","32500"
"-121.31","37.81","179200","31429"
"-118","33.76","179200","29083"
"-121.77","37.68","179200","26667"
"-118.35","34.04","179200","21711"
"-121.78","39.71","179200","21250"
"-118.26","34.08","179200","19209"
"-122.27","37.8","179200","18477"
"-118.29","34.03","179200","12875"
"-117.89","33.82","179100","48906"
"-117.14","32.81","179100","44886"
"-122.12","37.69","179100","41041.99999999999"
"-118.19","33.95","179100","32768"
"-118.38","34.21","179100","30833"
"-119.18","34.19","179100","28561"
"-121.74","38.56","179100","17257"
"-117.97","34","179000","38319"
"-122","37.96","179000","37000"
"-121.83","37.32","179000","32052"
"-121.86","37.41","178900","55073"
"-122.28","38","178900","34471"
"-122.18","37.7","178900","33906"
"-121.53","38.51","178900","31607"
"-121.53","38.61","178800","36788"
"-118.44","34.22","178800","34612"
"-118.59","34.21","178800","29974"
"-118.1","34.06","178800","29524"
"-118.24","34.11","178800","27679"
"-117.86","33.78","178800","26959"
"-117.56","34.12","178700","47192.99999999999"
"-117.17","32.81","178700","42200"
"-118.43","34.24","178700","37143"
"-118.11","34","178700","26250"
"-121.79","37.99","178600","56506"
"-118.16","33.94","178600","47708.00000000001"
"-117.05","32.95","178600","39531"
"-121.83","37.28","178600","39009"
"-121.83","37.35","178600","37143"
"-117.16","32.78","178600","36375"
"-120.76","37.58","178600","36181"
"-118.26","34.15","178600","30000"
"-121.85","37.3","178600","27768"
"-118.18","33.98","178600","25703"
"-117.67","34.02","178500","48906"
"-117.9","33.73","178500","39659"
"-121.81","38.49","178500","39309"
"-118.04","33.95","178500","38214"
"-118.39","34.21","178500","36845"
"-122.83","38.4","178500","31217"
"-117.34","33.15","178500","30306.000000000004"
"-121.86","37.29","178400","41444"
"-122.1","37.69","178400","39063"
"-122.31","37.91","178400","36417"
"-118.37","34.18","178400","33958"
"-122.14","37.69","178400","29958"
"-117.93","33.85","178400","29474"
"-118.19","33.97","178400","24196"
"-121.78","36.93","178400","24053"
"-118.16","34.16","178400","17321"
"-122.03","38","178300","57295"
"-117.08","33.09","178300","47566"
"-122.74","38.48","178300","45510"
"-122.14","38.01","178300","45000"
"-122.7","38.44","178300","32845"
"-117.15","32.81","178300","31458"
"-118.19","33.87","178300","28750"
"-118.14","34.02","178300","27500"
"-118","34.15","178300","25417"
"-117.88","34.01","178200","47589"
"-122.02","38","178200","46375"
"-122.03","37.54","178200","41406"
"-117.95","33.92","178200","40000"
"-118.44","34.24","178200","37250"
"-118.44","34.22","178200","33250"
"-120.6","35.1","178200","26875"
"-117.28","33.18","178100","62096"
"-117.93","34.04","178100","48854"
"-117.01","32.75","178100","39545"
"-121.23","38.12","178100","39500"
"-122","37.37","178100","37045"
"-118.12","33.98","178100","36875"
"-117.08","32.8","178100","33750"
"-122.02","37.58","178100","33617"
"-118.22","34.13","178100","33542"
"-120.65","35.12","178100","29615"
"-118.44","34.19","178100","28910"
"-117.14","32.74","178100","25553"
"-121.88","36.6","178100","25164"
"-122.41","37.75","178100","20325.000000000004"
"-118","34.14","178100","10548"
"-118.11","33.9","178000","50753.00000000001"
"-116.92","32.84","178000","46674"
"-118.06","33.98","178000","42206"
"-117.88","34.12","178000","40416.99999999999"
"-118.1","33.89","178000","35865"
"-117.99","33.86","178000","30252"
"-121.57","37.02","178000","29417"
"-122.08","37.64","177900","57309"
"-118.16","34.19","177900","42500"
"-117.93","33.76","177900","40500"
"-117.91","33.78","177900","40362"
"-118.31","33.91","177900","38173"
"-118.09","33.99","177900","35757"
"-121.32","38.62","177900","30863.999999999996"
"-122.32","38.29","177900","23786.999999999996"
"-121.62","36.71","177800","43451.00000000001"
"-118.03","33.95","177800","41471"
"-122.31","37.91","177800","41146"
"-117.93","33.64","177800","27543.000000000004"
"-117.16","32.8","177800","25000"
"-116.41","33.74","177800","24659"
"-121.75","36.92","177800","24615"
"-118.27","33.8","177700","33500"
"-117.09","32.79","177700","31964"
"-118.38","34.22","177700","23750"
"-118.01","33.76","177700","22980.999999999996"
"-117.99","33.76","177700","19439"
"-118.06","33.98","177600","47266"
"-122.07","37.63","177600","45913.00000000001"
"-118.14","33.91","177600","43750"
"-121.88","37.32","177600","26386"
"-121.9","38","177500","60496.99999999999"
"-117.88","33.73","177500","45726.00000000001"
"-117.27","33.21","177500","44531"
"-121.76","37.68","177500","42361.00000000001"
"-121.82","37.31","177500","37102"
"-122.17","37.73","177500","32500"
"-118.36","33.95","177500","28750"
"-118.1","34.15","177500","27431"
"-118.04","33.97","177500","25686"
"-121.89","37.35","177500","25673"
"-122.25","37.08","177500","25556"
"-122.69","38.36","177500","24827"
"-118.29","33.91","177500","23043"
"-117.14","32.83","177500","22284"
"-118.28","34.07","177500","20173"
"-122.43","37.78","177500","13844"
"-122.28","37.81","177500","9241"
"-117.04","32.83","177400","60266"
"-117.96","33.81","177400","52384.00000000001"
"-117.86","33.73","177400","37750"
"-117.89","33.73","177400","30823.999999999996"
"-117.13","32.81","177400","27652"
"-118.38","34.19","177400","19866"
"-119.29","36.3","177300","53495"
"-117.17","33.66","177300","41386"
"-118.36","33.96","177300","36583"
"-118.37","34.18","177300","29228"
"-117.91","33.87","177300","29076"
"-121.86","37.34","177300","25947"
"-116.94","32.87","177200","52614"
"-118.42","34.24","177200","45833.00000000001"
"-122.02","37.55","177200","45687"
"-117.02","32.8","177200","41162"
"-117.89","33.76","177200","38056"
"-117.78","34.09","177200","37177"
"-118.03","33.94","177200","34861"
"-118.36","33.95","177200","26535.000000000004"
"-118.13","33.92","177200","24925"
"-118.39","34.2","177200","20348"
"-117.56","33.86","177100","52897.99999999999"
"-118.01","33.81","177100","45179"
"-118.26","34.16","177100","35417"
"-121.19","38.04","177100","32250"
"-119.06","34.22","177100","31446"
"-117.09","33.1","177000","38292"
"-121.71","36.88","177000","37766"
"-117.87","33.73","177000","34193"
"-118.14","33.97","177000","30114"
"-120.35","37.95","177000","24000"
"-117.61","34.34","176900","48623"
"-120.97","38","176900","47069"
"-117.22","32.83","176900","37841"
"-120.98","38.68","176900","32964"
"-118.19","34.12","176900","29870"
"-117.9","33.76","176800","36953"
"-118.07","34.01","176800","32375"
"-118.32","34.04","176800","28654"
"-118.12","33.99","176800","28155"
"-118.1","34.07","176800","25964"
"-117.89","34.09","176700","34453"
"-120.91","37.74","176700","32500"
"-118.3","34.25","176700","31523"
"-118.24","34.11","176700","22167"
"-118.13","34.16","176700","22094.999999999996"
"-117.94","34.09","176700","21062"
"-120.15","39.15","176600","57500"
"-117.9","34.1","176600","45655"
"-118.37","34.21","176600","42875"
"-117.22","32.87","176600","38542"
"-117.65","34.11","176600","36219"
"-117.07","32.76","176600","25125"
"-118.16","33.97","176600","21181"
"-121.33","37.98","176500","51430"
"-117.95","34.07","176500","41172.00000000001"
"-118.3","34.26","176500","35990"
"-118.43","34.23","176500","34013"
"-121.82","37.28","176400","50709"
"-118.36","34.19","176400","41445"
"-116.34","33.36","176400","33214"
"-118.37","34.21","176400","31563"
"-118.08","34.01","176400","27679"
"-119.08","35.35","176300","71837"
"-121.84","37.32","176300","43419"
"-117.87","33.91","176300","42188"
"-117.95","34","176300","41327.99999999999"
"-117.16","32.81","176300","36371"
"-118","34.1","176300","34005"
"-118.09","33.9","176300","31441"
"-118.38","34.19","176300","24375"
"-117.94","33.76","176200","37232"
"-122.66","38.48","176200","32670"
"-122.14","38.16","176100","53345"
"-116.97","32.74","176100","42192"
"-117.15","32.9","176100","42008"
"-120.67","35.48","176100","33438"
"-118.04","34.06","176100","32132"
"-118.91","34.4","176100","32024"
"-122.87","38.62","176100","31875"
"-123.59","38.8","176100","31201"
"-117.99","33.86","176100","29000"
"-118.21","33.83","176100","28837"
"-117.96","33.75","176100","27986"
"-116.88","34.25","176000","49643"
"-117.62","34.03","176000","48311"
"-118.16","34.2","176000","38203"
"-122.08","37.63","176000","37614"
"-118.44","34.25","176000","37000"
"-122.16","37.77","176000","35739"
"-122.49","38.32","176000","32727"
"-118","33.76","176000","29250"
"-118.91","34.18","176000","28958"
"-117.2","32.83","176000","25909"
"-122.26","37.83","176000","25898"
"-118.16","33.97","176000","21743"
"-122.03","38.01","175900","45707.00000000001"
"-117.86","33.74","175900","41250"
"-117.89","34.1","175900","38304"
"-117.18","32.84","175900","36667"
"-117.94","33.77","175900","32591"
"-118.41","34.24","175900","31250"
"-118.3","33.82","175900","26368"
"-118.02","34.08","175900","26071"
"-121.33","37.99","175900","25000"
"-118.28","33.92","175900","21875"
"-117.99","33.93","175800","48522.99999999999"
"-117.96","33.87","175800","47984"
"-121.82","37.33","175800","43782"
"-118.1","33.91","175800","42679"
"-118.06","33.97","175800","39612"
"-118.21","34.12","175800","36845"
"-119.18","34.18","175800","32195.999999999996"
"-121.87","37.32","175800","27031"
"-122.01","38.37","175700","57779.99999999999"
"-117.04","32.97","175700","45746"
"-118.28","33.83","175700","45469"
"-121.73","36.86","175700","44271"
"-121.2","38.36","175700","38897"
"-118.37","34.21","175700","37143"
"-119.22","34.34","175700","29821"
"-118.32","33.95","175600","46666.99999999999"
"-117.28","33.2","175600","42100"
"-117.03","32.69","175500","45662"
"-122.31","38.31","175500","38796"
"-122.72","38.45","175500","31467"
"-118.43","34.21","175500","24250"
"-117.63","34.02","175400","56167.99999999999"
"-117.6","34.03","175400","55677"
"-117.96","33.93","175400","47446"
"-122.36","38.03","175400","43173"
"-118.09","33.94","175400","38542"
"-117.12","32.73","175400","34151"
"-117.91","33.84","175400","29583"
"-116.98","32.73","175300","50864"
"-121.29","38.15","175300","48787"
"-117.13","32.8","175300","45568"
"-118.09","33.93","175300","41449"
"-118.15","34","175300","31406"
"-121.36","38.64","175200","55632"
"-122.32","38.32","175200","50000"
"-117.13","32.9","175200","37156"
"-118.22","33.83","175200","37083"
"-118.02","34.08","175200","36944"
"-118.1","33.99","175200","36875"
"-118.18","33.87","175100","40658"
"-122.33","37.98","175000","60115"
"-120.88","37.53","175000","53168"
"-118.16","33.8","175000","51806"
"-118.37","33.96","175000","48750"
"-122.11","37.4","175000","46590.99999999999"
"-122.1","37.65","175000","45303.00000000001"
"-118.14","33.89","175000","41708"
"-121.64","36.74","175000","41696"
"-121.48","38.55","175000","41467"
"-118.14","34.18","175000","39688"
"-120.8","37.61","175000","39688"
"-118","34.12","175000","39219"
"-122.78","38.37","175000","37991"
"-121.18","39.23","175000","37125"
"-122.36","38.41","175000","37067"
"-122.16","37.71","175000","34643"
"-117.22","32.78","175000","34527"
"-121.34","38.01","175000","32872"
"-120.67","35.5","175000","32813"
"-118.35","34.08","175000","32645"
"-118.28","34.09","175000","30357"
"-118.27","34.14","175000","30074"
"-120.33","39.3","175000","30000"
"-118.17","33.86","175000","29886"
"-118.36","34.08","175000","29621"
"-117.12","32.77","175000","27928"
"-117.15","32.76","175000","27500"
"-121.19","37.81","175000","27321"
"-119.05","35.34","175000","26637"
"-117.11","32.82","175000","26607"
"-122.16","37.73","175000","25625"
"-118.32","34.09","175000","25556"
"-122.29","37.87","175000","25370"
"-118.29","34.25","175000","24727"
"-118.22","33.98","175000","24387"
"-117.84","33.73","175000","24211"
"-118.23","34.14","175000","23958"
"-118.16","34.09","175000","23750"
"-121.88","37.33","175000","23750"
"-118.06","34.03","175000","23750"
"-122.09","37.67","175000","23357"
"-118.3","34.07","175000","22708"
"-121","37.71","175000","22500"
"-118.31","33.94","175000","22448"
"-123.18","39.23","175000","21250"
"-121.3","38.09","175000","20694"
"-118.25","34.07","175000","20000"
"-117.89","33.88","175000","19127"
"-118.16","33.97","175000","19063"
"-118.18","33.77","175000","18388"
"-122.04","37.96","175000","18370"
"-118.19","33.78","175000","18036"
"-118.27","34.03","175000","17546"
"-117.22","33.22","175000","17217"
"-118.28","34.06","175000","17199"
"-118.3","34.04","175000","17109"
"-118.2","33.78","175000","17064"
"-119.17","34.19","175000","16964"
"-118.2","34.02","175000","16250"
"-118.26","34.06","175000","14886"
"-122.26","37.87","175000","14012"
"-117.91","33.83","175000","11190"
"-118.14","34.15","175000","8438"
"-117.13","32.8","174900","39732"
"-117.58","34.02","174800","52692"
"-117.15","32.91","174800","49464"
"-117.06","33.17","174800","44477"
"-118.01","33.94","174800","42708.00000000001"
"-120.95","37.62","174800","37041"
"-121.77","36.71","174800","35120"
"-122.31","38.33","174700","40132"
"-118","33.81","174700","35268"
"-117.14","33.15","174600","50346"
"-118.1","33.9","174600","44166.99999999999"
"-117.8","34.1","174600","35603"
"-121.78","37.69","174600","33618"
"-121.78","38","174500","53244.99999999999"
"-121.54","38.49","174500","51442"
"-117.27","34.49","174500","47361.00000000001"
"-118.1","33.93","174500","43750"
"-117.87","34.12","174500","38571"
"-118.05","33.72","174500","38038"
"-121.87","37.35","174500","32793"
"-118.54","34.18","174500","30943"
"-118.05","34.06","174500","21781"
"-118.26","33.78","174500","20458"
"-117.14","32.92","174400","52864.00000000001"
"-118.01","33.93","174400","44118.00000000001"
"-117.03","32.79","174400","42992"
"-117.93","33.92","174400","42443"
"-116.91","32.83","174400","41050.00000000001"
"-118.22","33.83","174400","39091"
"-120.97","37.69","174400","38598"
"-118","33.94","174400","37500"
"-118.06","33.99","174400","33611"
"-118.44","34.26","174300","55124.00000000001"
"-121.04","39","174300","48051.00000000001"
"-117.2","33.58","174300","45936"
"-117.97","33.86","174300","35855"
"-117.92","33.76","174300","28438"
"-118.25","34.09","174300","26336"
"-118.2","33.97","174300","18897"
"-121.88","37.99","174200","55676"
"-119.77","36.91","174200","53272.00000000001"
"-122.19","37.78","174200","52328"
"-122.32","38.06","174200","50969"
"-117.15","33.45","174200","46904"
"-117.98","33.77","174200","40955"
"-121.15","38.21","174200","40365"
"-117.12","32.8","174200","38719"
"-118.46","34.18","174200","30877"
"-118.38","34.18","174200","25602.999999999996"
"-120.66","35.27","174200","16875"
"-120.19","39.35","174100","50622"
"-117.12","32.57","174100","48274"
"-117.09","32.8","174100","47188"
"-122.09","37.63","174100","47019"
"-120.94","37.7","174100","44000"
"-117.13","32.79","174100","42098.00000000001"
"-117.93","33.76","174100","41577"
"-121.91","37.42","174100","41388.99999999999"
"-122.11","37.66","174100","30900"
"-118.37","34.22","174100","29028"
"-117.13","32.75","174100","26930"
"-121.86","37.35","174100","24968"
"-118.04","33.95","174000","46150"
"-118.37","33.95","174000","41250"
"-117.67","34.1","174000","38750"
"-117.87","33.72","174000","38421"
"-118.04","34.07","174000","38125"
"-118.07","33.92","174000","36220"
"-117.99","33.87","174000","31205"
"-118.27","33.79","174000","29375"
"-122.86","38.62","174000","27432"
"-122.1","37.68","174000","25350"
"-117.17","34.12","173900","62178.00000000001"
"-118","33.93","173900","49205"
"-117.32","33.87","173900","48125"
"-118.04","33.94","173900","46250"
"-116.95","33.68","173900","44791.99999999999"
"-117.26","33.26","173900","43429"
"-118.12","33.9","173900","41250"
"-118.02","33.95","173900","34886"
"-118.21","34.12","173900","34625"
"-117.99","33.78","173900","31049.000000000004"
"-121.27","37.79","173900","27083"
"-118.06","34.06","173900","25762.999999999996"
"-118.29","34.08","173900","24000"
"-118.16","34.02","173900","19688"
"-119.64","36.82","173800","56739"
"-118.12","33.91","173800","46388.99999999999"
"-118","34.12","173800","46250"
"-121.45","38.56","173800","40416.99999999999"
"-120.68","35.5","173800","37672"
"-117.13","32.79","173800","36458"
"-118.85","34.18","173800","35504"
"-118.12","34","173800","27308"
"-118.22","34.13","173800","27098"
"-118.02","34.06","173800","22577"
"-117.37","33.19","173800","18214"
"-116.98","32.74","173700","49286"
"-118.44","34.25","173700","48958.00000000001"
"-118.43","34.23","173700","39615"
"-122.87","38.61","173700","37361"
"-122.28","37.87","173700","19805"
"-121.83","37.33","173600","46333"
"-122.1","37.61","173600","45281"
"-118.01","34.08","173600","42750"
"-118.2","34.13","173600","33438"
"-117.33","33.19","173600","29716"
"-118.3","33.9","173600","29559.000000000004"
"-117.87","33.78","173500","47208"
"-118.27","33.82","173500","43686.99999999999"
"-122.32","37.99","173500","42852"
"-117","32.77","173500","28125"
"-117.2","34.04","173400","60715"
"-122","38.38","173400","60704"
"-122.13","37.47","173400","50893"
"-121.07","38.66","173400","46394"
"-121.86","37.32","173400","43621"
"-122.07","38.27","173400","43586"
"-117.95","33.84","173400","37500"
"-118.92","34.41","173400","30893"
"-116.76","33.46","173400","30694"
"-119.95","38.94","173400","25875"
"-122.28","37.78","173400","25762"
"-118.18","34.12","173400","23690.000000000004"
"-117.86","33.75","173400","19309"
"-121.27","38.65","173300","52949"
"-118.06","33.91","173300","46731"
"-117.88","33.89","173300","45000"
"-117.19","32.83","173300","43317"
"-117.32","33.8","173300","40982"
"-118.04","34.08","173300","40370"
"-121.36","38.01","173300","40221"
"-117.87","34.1","173300","38750"
"-120.9","37.81","173300","37031"
"-122.46","38.29","173300","23640"
"-117.2","34.15","173200","77320"
"-118.17","34.66","173200","57049"
"-122.29","38","173200","40250"
"-121.24","38.79","173200","37904"
"-118.03","33.95","173200","36509"
"-117.23","33.38","173200","28393"
"-121.75","36.91","173200","28056"
"-117.07","34.05","173200","19694"
"-118.21","34.08","173200","19495"
"-117.9","33.74","173100","47679"
"-118.45","34.31","173100","44772.99999999999"
"-122.09","37.64","173100","41141"
"-118.17","34.19","173100","40984.99999999999"
"-118.14","34.17","173100","40523.99999999999"
"-117.96","34.08","173100","39741"
"-118.1","33.96","173100","36667"
"-118.13","34.15","173100","31875"
